configuration,dataset,seed,status,use_acvg,use_rdtg,use_ltcp,ACC,NMI,ARI,Macro-F1,split_sha256,failed_attempts,duration_seconds,result_path
w/o LTCP,MUTAG,4,pending,1,1,0,,,,,28e2e07cffef62098c674f89a00476c8927951b6ecace0e182f8b71e197e39bb,0,,/home/Lim/Project-xmlg/output/ablation/jobs/without_LTCP__MUTAG__seed4.json
w/o LTCP,PTC_MR,0,completed,1,1,0,54.91596638655462,1.060139550166364,0.17895872229651313,53.82425275996923,00a16c4486514f1d2c7bf19b3238b64e2421dc70d9baccfc646995642118cf5c,0,13.43469961406663,/home/Lim/Project-xmlg/output/ablation/jobs/without_LTCP__PTC_MR__seed0.json
w/o LTCP,PTC_MR,1,completed,1,1,0,56.12605042016806,1.2010486406565097,0.579774057480556,55.26551297240915,00a16c4486514f1d2c7bf19b3238b64e2421dc70d9baccfc646995642118cf5c,0,13.005038601811975,/home/Lim/Project-xmlg/output/ablation/jobs/without_LTCP__PTC_MR__seed1.json
w/o LTCP,PTC_MR,2,completed,1,1,0,60.142857142857146,3.09607972798965,3.2965854983664555,59.49180574775018,00a16c4486514f1d2c7bf19b3238b64e2421dc70d9baccfc646995642118cf5c,0,11.167352475924417,/home/Lim/Project-xmlg/output/ablation/jobs/without_LTCP__PTC_MR__seed2.json
w/o LTCP,PTC_MR,3,pending,1,1,0,,,,,00a16c4486514f1d2c7bf19b3238b64e2421dc70d9baccfc646995642118cf5c,0,,/home/Lim/Project-xmlg/output/ablation/jobs/without_LTCP__PTC_MR__seed3.json
w/o LTCP,PTC_MR,4,pending,1,1,0,,,,,00a16c4486514f1d2c7bf19b3238b64e2421dc70d9baccfc646995642118cf5c,0,,/home/Lim/Project-xmlg/output/ablation/jobs/without_LTCP__PTC_MR__seed4.json
Backbone,NCI1,0,completed,0,0,0,74.47638223416745,18.267701092220157,23.931135748710368,74.4466930090663,732066f12d1096a6ec16ed075f0f4a3c34e95443373dabf5da22c785d7897efe,0,142.36499614501372,/home/Lim/Project-xmlg/output/ablation/jobs/Backbone__NCI1__seed0.json
Backbone,NCI1,1,completed,0,0,0,75.06067982836205,19.14484832958315,25.071820099640224,75.03559095530753,732066f12d1096a6ec16ed075f0f4a3c34e95443373dabf5da22c785d7897efe,0,94.2347322772257,/home/Lim/Project-xmlg/output/ablation/jobs/Backbone__NCI1__seed1.json
Backbone,NCI1,2,completed,0,0,0,75.25523855535519,19.597904754884286,25.483770625970045,75.20748716884042,732066f12d1096a6ec16ed075f0f4a3c34e95443373dabf5da22c785d7897efe,0,110.89299346413463,/home/Lim/Project-xmlg/output/ablation/jobs/Backbone__NCI1__seed2.json
Backbone,NCI1,3,pending,0,0,0,,,,,732066f12d1096a6ec16ed075f0f4a3c34e95443373dabf5da22c785d7897efe,0,,/home/Lim/Project-xmlg/output/ablation/jobs/Backbone__NCI1__seed3.json
Backbone,NCI1,4,pending,0,0,0,,,,,732066f12d1096a6ec16ed075f0f4a3c34e95443373dabf5da22c785d7897efe,0,,/home/Lim/Project-xmlg/output/ablation/jobs/Backbone__NCI1__seed4.json
Backbone,Mutagenicity,0,completed,0,0,0,76.80277878429514,21.57928283503429,28.75819378323309,76.47648352420019,50de8558a04013f9a521e9ba8c01ade39498acaffab1cc78aa1f0f182b3f54a9,0,155.94545703800395,/home/Lim/Project-xmlg/output/ablation/jobs/Backbone__Mutagenicity__seed0.json
Backbone,Mutagenicity,1,completed,0,0,0,76.66495448108166,21.277722173088147,28.419682071034877,76.28193256310969,50de8558a04013f9a521e9ba8c01ade39498acaffab1cc78aa1f0f182b3f54a9,0,112.15790623403154,/home/Lim/Project-xmlg/output/ablation/jobs/Backbone__Mutagenicity__seed1.json
Backbone,Mutagenicity,2,completed,0,0,0,77.26371507108225,22.404286193574652,29.81283419215071,76.90761168509478,50de8558a04013f9a521e9ba8c01ade39498acaffab1cc78aa1f0f182b3f54a9,0,149.03998869401403,/home/Lim/Project-xmlg/output/ablation/jobs/Backbone__Mutagenicity__seed2.json
Backbone,Mutagenicity,3,pending,0,0,0,,,,,50de8558a04013f9a521e9ba8c01ade39498acaffab1cc78aa1f0f182b3f54a9,0,,/home/Lim/Project-xmlg/output/ablation/jobs/Backbone__Mutagenicity__seed3.json
Backbone,Mutagenicity,4,pending,0,0,0,,,,,50de8558a04013f9a521e9ba8c01ade39498acaffab1cc78aa1f0f182b3f54a9,0,,/home/Lim/Project-xmlg/output/ablation/jobs/Backbone__Mutagenicity__seed4.json
Backbone,COLLAB,0,completed,0,0,0,73.17999999999999,29.22808473862699,33.19992005149969,70.85646751303193,b3f7393c3a73bd9e906f0775d3fbbdf69fa13e55f848115da83429a5fa91f6bd,0,1014.5897727948613,/home/Lim/Project-xmlg/output/ablation/jobs/Backbone__COLLAB__seed0.json
Backbone,COLLAB,1,completed,0,0,0,73.4,30.216956984796457,33.81007255053543,71.25536268574083,b3f7393c3a73bd9e906f0775d3fbbdf69fa13e55f848115da83429a5fa91f6bd,0,1010.4502445359249,/home/Lim/Project-xmlg/output/ablation/jobs/Backbone__COLLAB__seed1.json
Backbone,COLLAB,2,completed,0,0,0,73.1,28.032239585009087,33.498897565626194,70.18215201614812,b3f7393c3a73bd9e906f0775d3fbbdf69fa13e55f848115da83429a5fa91f6bd,0,1041.0225838061888,/home/Lim/Project-xmlg/output/ablation/jobs/Backbone__COLLAB__seed2.json
Backbone,COLLAB,3,pending,0,0,0,,,,,b3f7393c3a73bd9e906f0775d3fbbdf69fa13e55f848115da83429a5fa91f6bd,0,,/home/Lim/Project-xmlg/output/ablation/jobs/Backbone__COLLAB__seed3.json
Backbone,COLLAB,4,pending,0,0,0,,,,,b3f7393c3a73bd9e906f0775d3fbbdf69fa13e55f848115da83429a5fa91f6bd,0,,/home/Lim/Project-xmlg/output/ablation/jobs/Backbone__COLLAB__seed4.json
Backbone,MUTAG,0,completed,0,0,0,83.99715504978664,37.94333361283346,45.698245554275765,82.17217746411293,28e2e07cffef62098c674f89a00476c8927951b6ecace0e182f8b71e197e39bb,0,7.836799507029355,/home/Lim/Project-xmlg/output/ablation/jobs/Backbone__MUTAG__seed0.json
Backbone,MUTAG,1,completed,0,0,0,86.13086770981508,41.85604945625998,51.49591729244679,84.54321453590725,28e2e07cffef62098c674f89a00476c8927951b6ecace0e182f8b71e197e39bb,0,11.35843209293671,/home/Lim/Project-xmlg/output/ablation/jobs/Backbone__MUTAG__seed1.json
Backbone,MUTAG,2,completed,0,0,0,85.14935988620198,40.803589658534506,49.1389103292098,83.93426540249645,28e2e07cffef62098c674f89a00476c8927951b6ecace0e182f8b71e197e39bb,0,8.668435936095193,/home/Lim/Project-xmlg/output/ablation/jobs/Backbone__MUTAG__seed2.json
Backbone,MUTAG,3,pending,0,0,0,,,,,28e2e07cffef62098c674f89a00476c8927951b6ecace0e182f8b71e197e39bb,0,,/home/Lim/Project-xmlg/output/ablation/jobs/Backbone__MUTAG__seed3.json
Backbone,MUTAG,4,pending,0,0,0,,,,,28e2e07cffef62098c674f89a00476c8927951b6ecace0e182f8b71e197e39bb,0,,/home/Lim/Project-xmlg/output/ablation/jobs/Backbone__MUTAG__seed4.json
Backbone,PTC_MR,0,completed,0,0,0,62.2436974789916,5.772019843234448,6.915957917550561,61.45426378376176,00a16c4486514f1d2c7bf19b3238b64e2421dc70d9baccfc646995642118cf5c,0,11.997059802059084,/home/Lim/Project-xmlg/output/ablation/jobs/Backbone__PTC_MR__seed0.json
Backbone,PTC_MR,1,completed,0,0,0,58.73109243697479,3.139735518650537,3.3241923199176355,57.7018013013678,00a16c4486514f1d2c7bf19b3238b64e2421dc70d9baccfc646995642118cf5c,0,14.422859844053164,/home/Lim/Project-xmlg/output/ablation/jobs/Backbone__PTC_MR__seed1.json
Backbone,PTC_MR,2,completed,0,0,0,58.117647058823536,2.032373712888865,1.8348846347046286,57.147670741963395,00a16c4486514f1d2c7bf19b3238b64e2421dc70d9baccfc646995642118cf5c,0,9.353392892051488,/home/Lim/Project-xmlg/output/ablation/jobs/Backbone__PTC_MR__seed2.json
Backbone,PTC_MR,3,pending,0,0,0,,,,,00a16c4486514f1d2c7bf19b3238b64e2421dc70d9baccfc646995642118cf5c,0,,/home/Lim/Project-xmlg/output/ablation/jobs/Backbone__PTC_MR__seed3.json
Backbone,PTC_MR,4,pending,0,0,0,,,,,00a16c4486514f1d2c7bf19b3238b64e2421dc70d9baccfc646995642118cf5c,0,,/home/Lim/Project-xmlg/output/ablation/jobs/Backbone__PTC_MR__seed4.json
ACVG only,NCI1,0,pending,1,0,0,,,,,732066f12d1096a6ec16ed075f0f4a3c34e95443373dabf5da22c785d7897efe,0,,/home/Lim/Project-xmlg/output/ablation/jobs/ACVG_only__NCI1__seed0.json
ACVG only,NCI1,1,pending,1,0,0,,,,,732066f12d1096a6ec16ed075f0f4a3c34e95443373dabf5da22c785d7897efe,0,,/home/Lim/Project-xmlg/output/ablation/jobs/ACVG_only__NCI1__seed1.json
ACVG only,NCI1,2,pending,1,0,0,,,,,732066f12d1096a6ec16ed075f0f4a3c34e95443373dabf5da22c785d7897efe,0,,/home/Lim/Project-xmlg/output/ablation/jobs/ACVG_only__NCI1__seed2.json
ACVG only,NCI1,3,pending,1,0,0,,,,,732066f12d1096a6ec16ed075f0f4a3c34e95443373dabf5da22c785d7897efe,0,,/home/Lim/Project-xmlg/output/ablation/jobs/ACVG_only__NCI1__seed3.json
ACVG only,NCI1,4,pending,1,0,0,,,,,732066f12d1096a6ec16ed075f0f4a3c34e95443373dabf5da22c785d7897efe,0,,/home/Lim/Project-xmlg/output/ablation/jobs/ACVG_only__NCI1__seed4.json
ACVG only,Mutagenicity,0,pending,1,0,0,,,,,50de8558a04013f9a521e9ba8c01ade39498acaffab1cc78aa1f0f182b3f54a9,0,,/home/Lim/Project-xmlg/output/ablation/jobs/ACVG_only__Mutagenicity__seed0.json
ACVG only,Mutagenicity,1,pending,1,0,0,,,,,50de8558a04013f9a521e9ba8c01ade39498acaffab1cc78aa1f0f182b3f54a9,0,,/home/Lim/Project-xmlg/output/ablation/jobs/ACVG_only__Mutagenicity__seed1.json
ACVG only,Mutagenicity,2,pending,1,0,0,,,,,50de8558a04013f9a521e9ba8c01ade39498acaffab1cc78aa1f0f182b3f54a9,0,,/home/Lim/Project-xmlg/output/ablation/jobs/ACVG_only__Mutagenicity__seed2.json
ACVG only,Mutagenicity,3,pending,1,0,0,,,,,50de8558a04013f9a521e9ba8c01ade39498acaffab1cc78aa1f0f182b3f54a9,0,,/home/Lim/Project-xmlg/output/ablation/jobs/ACVG_only__Mutagenicity__seed3.json
ACVG only,Mutagenicity,4,pending,1,0,0,,,,,50de8558a04013f9a521e9ba8c01ade39498acaffab1cc78aa1f0f182b3f54a9,0,,/home/Lim/Project-xmlg/output/ablation/jobs/ACVG_only__Mutagenicity__seed4.json
ACVG only,COLLAB,0,pending,1,0,0,,,,,b3f7393c3a73bd9e906f0775d3fbbdf69fa13e55f848115da83429a5fa91f6bd,0,,/home/Lim/Project-xmlg/output/ablation/jobs/ACVG_only__COLLAB__seed0.json
ACVG only,COLLAB,1,pending,1,0,0,,,,,b3f7393c3a73bd9e906f0775d3fbbdf69fa13e55f848115da83429a5fa91f6bd,0,,/home/Lim/Project-xmlg/output/ablation/jobs/ACVG_only__COLLAB__seed1.json
ACVG only,COLLAB,2,pending,1,0,0,,,,,b3f7393c3a73bd9e906f0775d3fbbdf69fa13e55f848115da83429a5fa91f6bd,0,,/home/Lim/Project-xmlg/output/ablation/jobs/ACVG_only__COLLAB__seed2.json
ACVG only,COLLAB,3,pending,1,0,0,,,,,b3f7393c3a73bd9e906f0775d3fbbdf69fa13e55f848115da83429a5fa91f6bd,0,,/home/Lim/Project-xmlg/output/ablation/jobs/ACVG_only__COLLAB__seed3.json
ACVG only,COLLAB,4,pending,1,0,0,,,,,b3f7393c3a73bd9e906f0775d3fbbdf69fa13e55f848115da83429a5fa91f6bd,0,,/home/Lim/Project-xmlg/output/ablation/jobs/ACVG_only__COLLAB__seed4.json
ACVG only,MUTAG,0,pending,1,0,0,,,,,28e2e07cffef62098c674f89a00476c8927951b6ecace0e182f8b71e197e39bb,0,,/home/Lim/Project-xmlg/output/ablation/jobs/ACVG_only__MUTAG__seed0.json
ACVG only,MUTAG,1,pending,1,0,0,,,,,28e2e07cffef62098c674f89a00476c8927951b6ecace0e182f8b71e197e39bb,0,,/home/Lim/Project-xmlg/output/ablation/jobs/ACVG_only__MUTAG__seed1.json
ACVG only,MUTAG,2,pending,1,0,0,,,,,28e2e07cffef62098c674f89a00476c8927951b6ecace0e182f8b71e197e39bb,0,,/home/Lim/Project-xmlg/output/ablation/jobs/ACVG_only__MUTAG__seed2.json
ACVG only,MUTAG,3,pending,1,0,0,,,,,28e2e07cffef62098c674f89a00476c8927951b6ecace0e182f8b71e197e39bb,0,,/home/Lim/Project-xmlg/output/ablation/jobs/ACVG_only__MUTAG__seed3.json
ACVG only,MUTAG,4,pending,1,0,0,,,,,28e2e07cffef62098c674f89a00476c8927951b6ecace0e182f8b71e197e39bb,0,,/home/Lim/Project-xmlg/output/ablation/jobs/ACVG_only__MUTAG__seed4.json
ACVG only,PTC_MR,0,pending,1,0,0,,,,,00a16c4486514f1d2c7bf19b3238b64e2421dc70d9baccfc646995642118cf5c,0,,/home/Lim/Project-xmlg/output/ablation/jobs/ACVG_only__PTC_MR__seed0.json
ACVG only,PTC_MR,1,pending,1,0,0,,,,,00a16c4486514f1d2c7bf19b3238b64e2421dc70d9baccfc646995642118cf5c,0,,/home/Lim/Project-xmlg/output/ablation/jobs/ACVG_only__PTC_MR__seed1.json
ACVG only,PTC_MR,2,pending,1,0,0,,,,,00a16c4486514f1d2c7bf19b3238b64e2421dc70d9baccfc646995642118cf5c,0,,/home/Lim/Project-xmlg/output/ablation/jobs/ACVG_only__PTC_MR__seed2.json
ACVG only,PTC_MR,3,pending,1,0,0,,,,,00a16c4486514f1d2c7bf19b3238b64e2421dc70d9baccfc646995642118cf5c,0,,/home/Lim/Project-xmlg/output/ablation/jobs/ACVG_only__PTC_MR__seed3.json
ACVG only,PTC_MR,4,pending,1,0,0,,,,,00a16c4486514f1d2c7bf19b3238b64e2421dc70d9baccfc646995642118cf5c,0,,/home/Lim/Project-xmlg/output/ablation/jobs/ACVG_only__PTC_MR__seed4.json
RDTG only,NCI1,0,pending,0,1,0,,,,,732066f12d1096a6ec16ed075f0f4a3c34e95443373dabf5da22c785d7897efe,0,,/home/Lim/Project-xmlg/output/ablation/jobs/RDTG_only__NCI1__seed0.json
RDTG only,NCI1,1,pending,0,1,0,,,,,732066f12d1096a6ec16ed075f0f4a3c34e95443373dabf5da22c785d7897efe,0,,/home/Lim/Project-xmlg/output/ablation/jobs/RDTG_only__NCI1__seed1.json
RDTG only,NCI1,2,pending,0,1,0,,,,,732066f12d1096a6ec16ed075f0f4a3c34e95443373dabf5da22c785d7897efe,0,,/home/Lim/Project-xmlg/output/ablation/jobs/RDTG_only__NCI1__seed2.json
RDTG only,NCI1,3,pending,0,1,0,,,,,732066f12d1096a6ec16ed075f0f4a3c34e95443373dabf5da22c785d7897efe,0,,/home/Lim/Project-xmlg/output/ablation/jobs/RDTG_only__NCI1__seed3.json
RDTG only,NCI1,4,pending,0,1,0,,,,,732066f12d1096a6ec16ed075f0f4a3c34e95443373dabf5da22c785d7897efe,0,,/home/Lim/Project-xmlg/output/ablation/jobs/RDTG_only__NCI1__seed4.json
RDTG only,Mutagenicity,0,pending,0,1,0,,,,,50de8558a04013f9a521e9ba8c01ade39498acaffab1cc78aa1f0f182b3f54a9,0,,/home/Lim/Project-xmlg/output/ablation/jobs/RDTG_only__Mutagenicity__seed0.json
RDTG only,Mutagenicity,1,pending,0,1,0,,,,,50de8558a04013f9a521e9ba8c01ade39498acaffab1cc78aa1f0f182b3f54a9,0,,/home/Lim/Project-xmlg/output/ablation/jobs/RDTG_only__Mutagenicity__seed1.json
RDTG only,Mutagenicity,2,pending,0,1,0,,,,,50de8558a04013f9a521e9ba8c01ade39498acaffab1cc78aa1f0f182b3f54a9,0,,/home/Lim/Project-xmlg/output/ablation/jobs/RDTG_only__Mutagenicity__seed2.json
RDTG only,Mutagenicity,3,pending,0,1,0,,,,,50de8558a04013f9a521e9ba8c01ade39498acaffab1cc78aa1f0f182b3f54a9,0,,/home/Lim/Project-xmlg/output/ablation/jobs/RDTG_only__Mutagenicity__seed3.json
RDTG only,Mutagenicity,4,pending,0,1,0,,,,,50de8558a04013f9a521e9ba8c01ade39498acaffab1cc78aa1f0f182b3f54a9,0,,/home/Lim/Project-xmlg/output/ablation/jobs/RDTG_only__Mutagenicity__seed4.json
RDTG only,COLLAB,0,pending,0,1,0,,,,,b3f7393c3a73bd9e906f0775d3fbbdf69fa13e55f848115da83429a5fa91f6bd,0,,/home/Lim/Project-xmlg/output/ablation/jobs/RDTG_only__COLLAB__seed0.json
RDTG only,COLLAB,1,pending,0,1,0,,,,,b3f7393c3a73bd9e906f0775d3fbbdf69fa13e55f848115da83429a5fa91f6bd,0,,/home/Lim/Project-xmlg/output/ablation/jobs/RDTG_only__COLLAB__seed1.json
RDTG only,COLLAB,2,pending,0,1,0,,,,,b3f7393c3a73bd9e906f0775d3fbbdf69fa13e55f848115da83429a5fa91f6bd,0,,/home/Lim/Project-xmlg/output/ablation/jobs/RDTG_only__COLLAB__seed2.json
RDTG only,COLLAB,3,pending,0,1,0,,,,,b3f7393c3a73bd9e906f0775d3fbbdf69fa13e55f848115da83429a5fa91f6bd,0,,/home/Lim/Project-xmlg/output/ablation/jobs/RDTG_only__COLLAB__seed3.json
RDTG only,COLLAB,4,pending,0,1,0,,,,,b3f7393c3a73bd9e906f0775d3fbbdf69fa13e55f848115da83429a5fa91f6bd,0,,/home/Lim/Project-xmlg/output/ablation/jobs/RDTG_only__COLLAB__seed4.json
RDTG only,MUTAG,0,pending,0,1,0,,,,,28e2e07cffef62098c674f89a00476c8927951b6ecace0e182f8b71e197e39bb,0,,/home/Lim/Project-xmlg/output/ablation/jobs/RDTG_only__MUTAG__seed0.json
RDTG only,MUTAG,1,pending,0,1,0,,,,,28e2e07cffef62098c674f89a00476c8927951b6ecace0e182f8b71e197e39bb,0,,/home/Lim/Project-xmlg/output/ablation/jobs/RDTG_only__MUTAG__seed1.json
RDTG only,MUTAG,2,pending,0,1,0,,,,,28e2e07cffef62098c674f89a00476c8927951b6ecace0e182f8b71e197e39bb,0,,/home/Lim/Project-xmlg/output/ablation/jobs/RDTG_only__MUTAG__seed2.json
RDTG only,MUTAG,3,pending,0,1,0,,,,,28e2e07cffef62098c674f89a00476c8927951b6ecace0e182f8b71e197e39bb,0,,/home/Lim/Project-xmlg/output/ablation/jobs/RDTG_only__MUTAG__seed3.json
RDTG only,MUTAG,4,pending,0,1,0,,,,,28e2e07cffef62098c674f89a00476c8927951b6ecace0e182f8b71e197e39bb,0,,/home/Lim/Project-xmlg/output/ablation/jobs/RDTG_only__MUTAG__seed4.json
RDTG only,PTC_MR,0,pending,0,1,0,,,,,00a16c4486514f1d2c7bf19b3238b64e2421dc70d9baccfc646995642118cf5c,0,,/home/Lim/Project-xmlg/output/ablation/jobs/RDTG_only__PTC_MR__seed0.json
RDTG only,PTC_MR,1,pending,0,1,0,,,,,00a16c4486514f1d2c7bf19b3238b64e2421dc70d9baccfc646995642118cf5c,0,,/home/Lim/Project-xmlg/output/ablation/jobs/RDTG_only__PTC_MR__seed1.json
RDTG only,PTC_MR,2,pending,0,1,0,,,,,00a16c4486514f1d2c7bf19b3238b64e2421dc70d9baccfc646995642118cf5c,0,,/home/Lim/Project-xmlg/output/ablation/jobs/RDTG_only__PTC_MR__seed2.json
RDTG only,PTC_MR,3,pending,0,1,0,,,,,00a16c4486514f1d2c7bf19b3238b64e2421dc70d9baccfc646995642118cf5c,0,,/home/Lim/Project-xmlg/output/ablation/jobs/RDTG_only__PTC_MR__seed3.json
RDTG only,PTC_MR,4,pending,0,1,0,,,,,00a16c4486514f1d2c7bf19b3238b64e2421dc70d9baccfc646995642118cf5c,0,,/home/Lim/Project-xmlg/output/ablation/jobs/RDTG_only__PTC_MR__seed4.json
LTCP only,NCI1,0,pending,0,0,1,,,,,732066f12d1096a6ec16ed075f0f4a3c34e95443373dabf5da22c785d7897efe,0,,/home/Lim/Project-xmlg/output/ablation/jobs/LTCP_only__NCI1__seed0.json
LTCP only,NCI1,1,pending,0,0,1,,,,,732066f12d1096a6ec16ed075f0f4a3c34e95443373dabf5da22c785d7897efe,0,,/home/Lim/Project-xmlg/output/ablation/jobs/LTCP_only__NCI1__seed1.json
LTCP only,NCI1,2,pending,0,0,1,,,,,732066f12d1096a6ec16ed075f0f4a3c34e95443373dabf5da22c785d7897efe,0,,/home/Lim/Project-xmlg/output/ablation/jobs/LTCP_only__NCI1__seed2.json
LTCP only,NCI1,3,pending,0,0,1,,,,,732066f12d1096a6ec16ed075f0f4a3c34e95443373dabf5da22c785d7897efe,0,,/home/Lim/Project-xmlg/output/ablation/jobs/LTCP_only__NCI1__seed3.json
LTCP only,NCI1,4,pending,0,0,1,,,,,732066f12d1096a6ec16ed075f0f4a3c34e95443373dabf5da22c785d7897efe,0,,/home/Lim/Project-xmlg/output/ablation/jobs/LTCP_only__NCI1__seed4.json
LTCP only,Mutagenicity,0,pending,0,0,1,,,,,50de8558a04013f9a521e9ba8c01ade39498acaffab1cc78aa1f0f182b3f54a9,0,,/home/Lim/Project-xmlg/output/ablation/jobs/LTCP_only__Mutagenicity__seed0.json
LTCP only,Mutagenicity,1,pending,0,0,1,,,,,50de8558a04013f9a521e9ba8c01ade39498acaffab1cc78aa1f0f182b3f54a9,0,,/home/Lim/Project-xmlg/output/ablation/jobs/LTCP_only__Mutagenicity__seed1.json
LTCP only,Mutagenicity,2,pending,0,0,1,,,,,50de8558a04013f9a521e9ba8c01ade39498acaffab1cc78aa1f0f182b3f54a9,0,,/home/Lim/Project-xmlg/output/ablation/jobs/LTCP_only__Mutagenicity__seed2.json
LTCP only,Mutagenicity,3,pending,0,0,1,,,,,50de8558a04013f9a521e9ba8c01ade39498acaffab1cc78aa1f0f182b3f54a9,0,,/home/Lim/Project-xmlg/output/ablation/jobs/LTCP_only__Mutagenicity__seed3.json
LTCP only,Mutagenicity,4,pending,0,0,1,,,,,50de8558a04013f9a521e9ba8c01ade39498acaffab1cc78aa1f0f182b3f54a9,0,,/home/Lim/Project-xmlg/output/ablation/jobs/LTCP_only__Mutagenicity__seed4.json
LTCP only,COLLAB,0,pending,0,0,1,,,,,b3f7393c3a73bd9e906f0775d3fbbdf69fa13e55f848115da83429a5fa91f6bd,0,,/home/Lim/Project-xmlg/output/ablation/jobs/LTCP_only__COLLAB__seed0.json
LTCP only,COLLAB,1,pending,0,0,1,,,,,b3f7393c3a73bd9e906f0775d3fbbdf69fa13e55f848115da83429a5fa91f6bd,0,,/home/Lim/Project-xmlg/output/ablation/jobs/LTCP_only__COLLAB__seed1.json
LTCP only,COLLAB,2,pending,0,0,1,,,,,b3f7393c3a73bd9e906f0775d3fbbdf69fa13e55f848115da83429a5fa91f6bd,0,,/home/Lim/Project-xmlg/output/ablation/jobs/LTCP_only__COLLAB__seed2.json
LTCP only,COLLAB,3,pending,0,0,1,,,,,b3f7393c3a73bd9e906f0775d3fbbdf69fa13e55f848115da83429a5fa91f6bd,0,,/home/Lim/Project-xmlg/output/ablation/jobs/LTCP_only__COLLAB__seed3.json
LTCP only,COLLAB,4,pending,0,0,1,,,,,b3f7393c3a73bd9e906f0775d3fbbdf69fa13e55f848115da83429a5fa91f6bd,0,,/home/Lim/Project-xmlg/output/ablation/jobs/LTCP_only__COLLAB__seed4.json
LTCP only,MUTAG,0,pending,0,0,1,,,,,28e2e07cffef62098c674f89a00476c8927951b6ecace0e182f8b71e197e39bb,0,,/home/Lim/Project-xmlg/output/ablation/jobs/LTCP_only__MUTAG__seed0.json
LTCP only,MUTAG,1,pending,0,0,1,,,,,28e2e07cffef62098c674f89a00476c8927951b6ecace0e182f8b71e197e39bb,0,,/home/Lim/Project-xmlg/output/ablation/jobs/LTCP_only__MUTAG__seed1.json
LTCP only,MUTAG,2,pending,0,0,1,,,,,28e2e07cffef62098c674f89a00476c8927951b6ecace0e182f8b71e197e39bb,0,,/home/Lim/Project-xmlg/output/ablation/jobs/LTCP_only__MUTAG__seed2.json
LTCP only,MUTAG,3,pending,0,0,1,,,,,28e2e07cffef62098c674f89a00476c8927951b6ecace0e182f8b71e197e39bb,0,,/home/Lim/Project-xmlg/output/ablation/jobs/LTCP_only__MUTAG__seed3.json
LTCP only,MUTAG,4,pending,0,0,1,,,,,28e2e07cffef62098c674f89a00476c8927951b6ecace0e182f8b71e197e39bb,0,,/home/Lim/Project-xmlg/output/ablation/jobs/LTCP_only__MUTAG__seed4.json
LTCP only,PTC_MR,0,pending,0,0,1,,,,,00a16c4486514f1d2c7bf19b3238b64e2421dc70d9baccfc646995642118cf5c,0,,/home/Lim/Project-xmlg/output/ablation/jobs/LTCP_only__PTC_MR__seed0.json
LTCP only,PTC_MR,1,pending,0,0,1,,,,,00a16c4486514f1d2c7bf19b3238b64e2421dc70d9baccfc646995642118cf5c,0,,/home/Lim/Project-xmlg/output/ablation/jobs/LTCP_only__PTC_MR__seed1.json
LTCP only,PTC_MR,2,pending,0,0,1,,,,,00a16c4486514f1d2c7bf19b3238b64e2421dc70d9baccfc646995642118cf5c,0,,/home/Lim/Project-xmlg/output/ablation/jobs/LTCP_only__PTC_MR__seed2.json
LTCP only,PTC_MR,3,pending,0,0,1,,,,,00a16c4486514f1d2c7bf19b3238b64e2421dc70d9baccfc646995642118cf5c,0,,/home/Lim/Project-xmlg/output/ablation/jobs/LTCP_only__PTC_MR__seed3.json
LTCP only,PTC_MR,4,pending,0,0,1,,,,,00a16c4486514f1d2c7bf19b3238b64e2421dc70d9baccfc646995642118cf5c,0,,/home/Lim/Project-xmlg/output/ablation/jobs/LTCP_only__PTC_MR__seed4.json
